,smiles,time,real_reward,atom_type,buried_vol,max_spin,atom_index,IE,EA,BDE,V_diff
864306,CNC(=C(O)C#N)C(=C([NH])O)N(C)OC,2020-10-22 12:03:29.367257,103.45717,C,66.63402,0.26353693,7,0.7388371,-0.33126175,78.46693420410156,1.0700989
864705,CC=C(N)[C](O)N(C(C)(C)C)C(C)(C)C,2020-10-22 12:03:47.030147,101.01622,C,67.91984,0.33807233,4,0.93380946,-0.17112942,79.87018585205078,1.1049389
865073,CON(C)C(=C([NH])O)C(NC#N)=C(C)O,2020-10-22 12:03:57.428926,101.98051,C,66.1437,0.2832638,4,0.5846958,-0.49212706,78.4669418334961,1.0768229
867485,C=NC(C(=CCC)C(C)(C)C)=C(C)[CH]N,2020-10-22 12:05:43.636480,100.96676,C,68.241646,0.34549776,2,1.0591154,0.009705267,71.58246612548828,1.0494101
867955,CCN(C)C(C)(C)C(=C(C)[O])C(C)(C)O,2020-10-22 12:06:06.027515,101.90297,C,77.82481,0.5184368,7,0.9239252,-0.45630082,79.62201690673828,1.380226
868998,CC(N)=C(C(=C(C)[O])C(C)(C)C)[C@@H](C)N,2020-10-22 12:06:44.777448,107.90228,C,76.73383,0.37663102,4,0.54242,-0.4594612,76.38262939453125,1.0018812
871782,CC([O])=NC(C)=C(C(=N)N)C(C)(C)C#N,2020-10-22 12:08:54.365210,103.82598,C,68.48577,0.29319587,6,1.0789828,0.04825472,66.6808090209961,1.0307281
872663,C=CC(=C)C(=CC)C1=C(CC)[CH]CC1=C,2020-10-22 12:09:31.594726,104.61247,C,68.259865,0.27294788,7,0.681825,-0.41386175,78.02667999267578,1.0956867
873911,C=CC(=C)C(=CC)C1=C([CH]C)CCC1=C,2020-10-22 12:10:24.412985,101.894485,C,66.43874,0.2908851,7,0.7257296,-0.40683985,79.95694732666016,1.1325694
878606,[CH2]C(C(=N)N)=C(C=C(C)CO)C(C)(C)C,2020-10-22 12:13:31.113410,106.67436,C,71.95487,0.30561027,5,1.0100689,-0.13172616,79.5177993774414,1.141795
878765,C=CC(=C)C(=C)C1=C([CH]C)CC(C)=C1C,2020-10-22 12:13:38.283414,100.33972,C,64.95137,0.292233,6,0.8373701,-0.36608315,79.45293426513672,1.2034533
879326,[CH2]C(CC)=C1C(=C)C(=C)C=CC(C)=C1C,2020-10-22 12:13:58.760050,106.291046,C,64.8969,0.172117,4,0.85332274,-0.3163596,79.16368865966797,1.1696824
879739,C=CC(=C)C(=CC)C1=C([CH]C)CC=C1C,2020-10-22 12:14:20.380249,100.61532,C,65.93702,0.30643407,7,1.0011203,-0.10291571,79.89861297607422,1.1040361
879803,CC=C(C)C(=C([CH]N)C(=N)N)C(C)(C)C,2020-10-22 12:14:24.744627,109.804924,C,76.37445,0.3313906,4,0.9019062,-0.2000837,72.99264526367188,1.1019899
880685,CSC(=S)[CH]C(C)=C(C(=N)N)C(C)(C)C,2020-10-22 12:15:04.788824,107.42655,C,70.364365,0.2587563,7,1.1656027,0.112659894,79.42973327636719,1.0529428
880820,C=CC(=C)C(=C)C1=C([CH]CC)CC=C1C,2020-10-22 12:15:08.489178,100.22043,C,64.727974,0.29015088,6,1.1340189,-0.044830687,79.47466278076172,1.1788496
881024,C=CC(=CC)C(=C)C1=C([CH]C)CC=C1C,2020-10-22 12:15:16.383956,100.29821,C,64.92844,0.29260457,7,1.0055969,-0.18026198,79.5531997680664,1.1858588
885467,C=C1C([NH])=C1C(=C(C)N(N)N)C(C)(C)C,2020-10-22 12:17:19.191984,108.72583,C,70.303246,0.23154834,5,1.1032662,-0.14216577,78.44164276123047,1.245432
886959,C=C(N)C1=C(C)N=C([CH]S)CC1(C)C,2020-10-22 12:19:06.240327,108.45088,C,69.702644,0.22503528,3,1.132926,-0.098904856,74.43887329101562,1.2318308
887248,CCC([CH]N)=C(C(=S)N(C)O)C(C)(C)C,2020-10-22 12:19:28.281769,114.85761,C,76.62993,0.2354463,5,0.69335204,-0.4943003,74.138916015625,1.1876523
888293,C=C(N)C1=C(C)N=C([CH]O)C(=N)C1(C)C,2020-10-22 12:20:18.691371,106.01828,C,69.39674,0.26756933,3,1.0304961,-0.14234965,71.3178939819336,1.1728457
888969,CCN(C)C(=N)C(=C[C](C)N)C(C)(C)C,2020-10-22 12:20:58.041759,105.26825,C,70.937996,0.31339496,6,0.9505603,-0.15506132,70.1449203491211,1.1056216
889312,C[C](N)C=C(CN(C)C)C(C)(C)C(C)=O,2020-10-22 12:21:18.703209,104.00659,C,71.26176,0.34510335,4,0.7696622,-0.32574242,74.28475189208984,1.0954046
889912,C=NC(=CCC)C(=C(C)[CH]N)C(C)(C)C,2020-10-22 12:21:46.528390,106.10029,C,75.53121,0.38861847,6,1.123317,-0.022959806,75.00834655761719,1.1462768
893408,C=NC(=CCO)C(=C(C)[CH]N)C(C)(C)C,2020-10-22 12:25:04.221610,106.760994,C,75.6788,0.37835613,6,1.132268,-0.029934742,75.00834655761719,1.1622027
893937,CCNC=C([C](NC)C(C)=O)C(C)(C)C,2020-10-22 12:25:31.881296,100.17456,C,64.110306,0.27871487,5,0.5431853,-0.4899221,78.60581970214844,1.0331074
895021,C=C(O)C1=C(CC)N=C([CH]C)C(=O)C1=N,2020-10-22 12:26:29.976928,101.116714,C,61.55749,0.20881557,3,1.0892766,-0.24311481,79.95948028564453,1.3323914
896009,C=C1C([CH]C=O)=CC=CC(CC)=C1OC,2020-10-22 12:27:14.430121,101.00173,C,59.711533,0.17419606,12,0.91860527,-0.2834854,75.44249725341797,1.2020907
897446,CN[C](C(C)=O)C(=C(C)NO)C(C)(C)C,2020-10-22 12:28:10.952615,104.934845,C,67.51969,0.2516969,2,0.9251703,-0.09702789,74.65083312988281,1.0221982
898337,C=C(C)C1=C(CC)N=C([CH]C)C(=O)C1=N,2020-10-22 12:28:44.867685,104.13502,C,64.107635,0.19945234,3,1.1395862,-0.16528149,79.95948791503906,1.3048677
898478,C=C(C)C1=C(CC)N=C([CH]N)C(=O)C1=N,2020-10-22 12:28:49.260769,103.05307,C,64.1097,0.22113273,3,1.1319635,-0.18567182,66.63252258300781,1.3176353
898951,COC1=CNC(C)=C(N)C([O])=C1N(C)C,2020-10-22 12:29:05.894187,101.949394,C,60.65394,0.17409089,11,1.0085683,-0.43267372,67.79667663574219,1.441242
900133,C=NC(C(=CC)CC)=C([CH]N)C(C)(C)C,2020-10-22 12:29:53.728035,107.00206,C,71.56442,0.29124728,2,1.1103299,0.081978016,72.52991485595703,1.0283519
900421,CC=C(C)C(C)(C)C(C(=N)N)=C(C)[CH]N,2020-10-22 12:30:03.375378,105.61562,C,73.5858,0.35940355,7,0.8111726,-0.24564734,75.61189270019531,1.0568199
903633,C=C1NC(=N)C(C(C)(C)C(C)=O)=C1[CH]N,2020-10-22 12:32:54.495077,101.55397,C,68.99375,0.3487956,5,0.8361295,-0.36938635,75.05286407470703,1.2055159
906760,CC[CH]C=C(C(C)=C=C(C)N)C(C)(C)N,2020-10-22 12:35:29.929219,100.24891,C,66.125755,0.3175369,4,0.61858714,-0.44137076,76.71372985839844,1.0599579
907049,CC[C@@](C)(N)C(=C1C(C)=C1[NH])C(C)(C)C,2020-10-22 12:35:50.807663,109.07305,C,76.06216,0.33978218,5,0.9669242,-0.3105403,77.82567596435547,1.2774645
907366,CC(=N)C(=C([CH]N)N=C(C)N)C(C)(C)C,2020-10-22 12:36:08.866879,102.604706,C,70.50532,0.35801217,3,0.6033273,-0.49060285,73.16808319091797,1.0939301
909081,CC([NH])=C(C(=NN)C(=O)O)C(C)(C)C#N,2020-10-22 12:37:48.077534,108.941154,C,70.11135,0.22340396,3,0.74017,-0.42684656,76.89323425292969,1.1670165
909696,C=NC(C(C)=CC)=C([CH]N)C(C)(C)CO,2020-10-22 12:38:15.738386,102.26615,C,70.43672,0.36341134,2,1.131475,0.039419644,72.42771911621094,1.0920553
909866,CC=C(C(=N)N)C(=C(C)[CH]N)C(C)(C)C,2020-10-22 12:38:26.404907,112.06773,C,76.157745,0.28180027,6,0.79710037,-0.34725627,74.60201263427734,1.1443566
911300,C=NC([CH]N)=C(C(=S)N(C)C)C(C)(C)C,2020-10-22 12:40:10.693243,107.740555,C,74.0702,0.3265929,5,1.1820159,0.04615777,78.1128158569336,1.1358582
911660,C=NC(=C([CH]N)C(=O)C(C)C)C(C)(C)N,2020-10-22 12:40:37.424368,101.56416,C,68.877754,0.34627187,2,1.0254166,-0.050575532,63.650299072265625,1.0759921
913615,CC1=NC(C(=C(C)[CH]N)C(C)(C)C)=C1N,2020-10-22 12:42:51.427407,108.85831,C,69.865715,0.2201482,4,0.7729309,-0.36655185,71.18598937988281,1.1394827
915777,C[C](N)C(C)=C(C(=N)N(C)C)C(C)(C)C,2020-10-22 12:44:45.156259,109.87176,C,76.28085,0.32818192,5,1.0622897,0.0016024029,78.60633087158203,1.0606873
915841,CC(N)=NC(=C(C)[CH]N(C)O)C(C)(C)C,2020-10-22 12:44:48.375001,106.09209,C,72.7423,0.33300427,4,0.71986586,-0.4053197,78.84252166748047,1.1251855
916087,CC1=NC(C(=C(C)[CH]N)C(C)(C)C)=C1C,2020-10-22 12:45:00.241656,108.914734,C,69.46967,0.21109872,4,0.80061823,-0.45588267,71.18598937988281,1.256501
916797,[CH2]C(C(N)=NOC)=C(N=C)C(C)(C)CC,2020-10-22 12:45:35.529978,107.21513,C,72.44383,0.30457395,7,0.837101,-0.31332883,79.51235961914062,1.1504298
916943,CC[C@](C)(N)C(=C([CH]N)CO)C(C)(C)C,2020-10-22 12:45:45.525773,110.70792,C,83.03451,0.4465318,5,0.58262557,-0.47014582,77.56102752685547,1.0527713
917242,CCC([CH]N)=C(N=C(C)N)C(C)(C)CC,2020-10-22 12:46:04.813298,114.63335,C,78.437126,0.27607563,5,0.61932415,-0.48610926,73.33187866210938,1.1054335
918472,CN(C)[C](C(=O)O)C(=C(N)O)C(C)(C)C,2020-10-22 12:47:12.847267,101.962975,C,69.824165,0.35722384,3,0.89366436,-0.19682664,76.70538330078125,1.090491
918660,CC=C([C](C(=O)O)N(C)CC)C(C)(C)N,2020-10-22 12:47:23.093103,101.96068,C,69.90305,0.35884744,3,0.9650878,-0.23072378,79.69486236572266,1.1958115
920016,C=C(C)[CH]C=C(C(=O)CNC)C(C)(C)N,2020-10-22 12:48:18.249404,100.53122,C,64.82725,0.2859206,5,1.1995254,0.1782745,76.92353820800781,1.0212508
920069,CCC(C)(C)C(N=C1CC1)=C([CH]N)CN,2020-10-22 12:48:20.734304,111.23894,C,74.62262,0.26767367,5,1.1700678,-0.19245654,72.34358978271484,1.3625243
920352,CC1=NC(C(C)(C)C)=C([CH]N)CNC1,2020-10-22 12:48:35.002628,100.74143,C,67.9256,0.3436834,3,1.1746359,0.060758226,60.643165588378906,1.1138777
920446,CC(C)(C)C(N=C1CC1)=C([CH]N)CN,2020-10-22 12:48:39.653948,106.738464,C,70.06617,0.26655406,4,1.1622605,-0.198319,72.35254669189453,1.3605795
921497,CC(C)(C)C1=C([CH]N)C(=O)C[C@@]1(C)N,2020-10-22 12:49:23.544538,108.09775,C,76.37458,0.36553663,4,0.9951595,-0.47223973,76.57231903076172,1.4673992
922065,COC(=O)[C](C(=S)N(C)C)N(C)C(C)C,2020-10-22 12:49:42.615461,102.03721,C,66.73301,0.29391602,4,1.0620544,-0.26210517,79.28301239013672,1.3241596
923154,CN(O)CC(=C([CH]N)C(N)=S)C(C)(C)C,2020-10-22 12:50:40.227470,102.54429,C,73.49099,0.41893408,4,0.6765825,-0.47238857,78.00529479980469,1.1489711
923418,CC1=CC(C(=C[CH]N)C(C)(C)C)=CNC1,2020-10-22 12:50:58.548065,105.08088,C,66.68867,0.2321558,4,1.1286407,-0.22873308,70.82528686523438,1.3573737
923830,CC=NC(=C([NH])C(=O)CCC)C(C)(C)C,2020-10-22 12:51:21.760876,101.38656,C,67.236,0.31698886,3,0.77203244,-0.45904395,77.61298370361328,1.2310764
923916,COC(=O)[C](C(=S)N(C)N)N(C)C(C)C,2020-10-22 12:51:26.659137,102.055664,C,66.76826,0.29425183,4,0.8242162,-0.23757532,79.42774200439453,1.0617915
924185,COC(=O)[C](C(=S)N(C)O)N(C)C(C)C,2020-10-22 12:51:37.926978,100.930084,C,66.069496,0.3027882,4,1.0222173,-0.18457718,78.81482696533203,1.2067945
924917,C=CNC(=C)C(=C([O])C(=O)OC)N(C)C,2020-10-22 12:52:05.989741,101.14631,C,64.76734,0.27242061,5,0.98868454,-0.017544277,74.904296875,1.0062288
924989,CN(O)CC([CH]N)=C(C(=N)N)C(C)(C)C,2020-10-22 12:52:09.208451,101.45731,C,74.01902,0.4512342,7,1.0192842,-0.12789348,75.37998962402344,1.1471777
925658,COC(C)=C(C(=C([NH])O)N(C)O)N(C)C,2020-10-22 12:52:36.530710,100.18832,C,66.50953,0.32642418,5,0.8461208,-0.33040547,75.88088989257812,1.1765263
927447,CC=C(C)C1=C(C)C2=C([NH])C2=NC1(C)C,2020-10-22 12:53:43.878850,104.03075,C,71.05791,0.34054327,4,1.1713293,-0.16168223,76.79678344726562,1.3330115
930252,C=CC(=C)C1=C([CH]N)C(=C)C(C)=C1CC,2020-10-22 12:55:34.526021,101.29862,C,62.501217,0.22405197,4,0.7807526,-0.39318514,72.38948822021484,1.1739378
932127,C=NC(CC(N)=S)=C([CH]N)C(C)(C)CC,2020-10-22 12:56:44.025863,103.69186,C,67.45049,0.2751728,2,1.051311,-0.03362418,73.6076431274414,1.0849352
932427,C=NC(=C([CH]N)C(=C)CC)C(C)(C)CO,2020-10-22 12:56:55.862579,109.23593,C,73.56574,0.2865963,2,1.1928964,0.021302693,79.12055969238281,1.1715937
932798,C=C(CN)C1=C(CC)C(C(C)=CC)=C[CH]1,2020-10-22 12:57:12.169631,100.17845,C,59.100586,0.17844266,8,0.9388469,-0.18206735,74.82504272460938,1.1209142
933170,[CH2]C(C(N)=NO)=C(N=C)C(C)(CC)CC,2020-10-22 12:57:33.498080,109.59602,C,74.679535,0.30167022,6,0.8722528,-0.31613013,79.22256469726562,1.188383
933253,CC(=NC(=C(C)[CH]N)C(C)(C)C)C(=N)N,2020-10-22 12:57:41.157898,107.338844,C,70.53942,0.2640115,3,0.9241688,-0.25961906,71.11862182617188,1.1837878
933504,CC(N)=NC(=C([O])C(=N)CN)C(C)(C)C,2020-10-22 12:58:00.527131,104.01951,C,69.345604,0.30652198,4,0.7038773,-0.48176658,74.38614654541016,1.1856439
933674,CONC(=N)C(=C(C)[CH]N)C(C)(C)C,2020-10-22 12:58:15.456040,102.39459,C,70.65978,0.36530375,5,0.868278,-0.47217458,75.11430358886719,1.3404527
934881,CC(N)=NC(=C[CH]C(=N)N)C(C)(C)CN,2020-10-22 13:00:01.407744,103.58476,C,67.47202,0.27774516,4,0.76486146,-0.30793905,75.6097412109375,1.0728005
934896,CCC(C)(C)C(=C[CH]C(=N)N)N=C(C)N,2020-10-22 13:00:02.627761,104.59013,C,68.57148,0.27962697,5,0.83530533,-0.2246321,75.6097412109375,1.0599375
934940,CC(N)=NC(=C[CH]C(=N)N)C(C)(C)CO,2020-10-22 13:00:05.202953,103.16002,C,67.29617,0.28272307,4,0.8978971,-0.2309675,75.6097412109375,1.1288646
934955,CCC(N)=NC(=C[CH]C(=N)N)C(C)(C)C,2020-10-22 13:00:06.186619,101.29814,C,64.85401,0.27111745,5,1.0215013,-0.15020685,75.55542755126953,1.1717081
935249,CCC(N)=NC(=C(C)[CH]N)C(C)(C)CN,2020-10-22 13:00:36.108662,107.40868,C,74.24723,0.33677098,5,0.73614544,-0.43060532,70.99821472167969,1.1667508
935318,CCC(=N)C(=C([CH]N)CSC)C(C)(C)N,2020-10-22 13:00:42.371656,102.55873,C,74.358345,0.43599227,4,1.1188643,-0.25500044,74.82418060302734,1.3738648
935747,CSCC(C)(C)C(N=C(C)N)=C(C)[CH]N,2020-10-22 13:01:17.256059,107.86843,C,73.975845,0.32214835,6,0.6231407,-0.46600112,70.99821472167969,1.0891418
938165,CC[C@](C)(C(=NN[O])C(C)(C)C)N(C)C,2020-10-22 13:03:34.651729,112.54978,C,80.22384,0.35348114,4,1.0726991,-0.34028423,74.08433532714844,1.4129833
938308,CCN[C@](C)(CC)C(=NN[O])C(C)(C)C,2020-10-22 13:03:41.053169,110.773224,C,77.36455,0.33182654,7,0.8130413,-0.40520608,74.08433532714844,1.2182474
942401,COC(C)=C(O)C1=C([NH])C(N)=CNN1C,2020-10-22 13:08:29.331992,102.739044,C,62.396507,0.19314925,6,1.1259813,-0.13028549,76.68243408203125,1.2562668
944382,CCN(C)[C](C(C)=O)N(C(C)C)[C@@H](C)O,2020-10-22 13:10:03.183538,106.895164,C,74.18324,0.34576157,4,1.1598155,-0.0109192515,78.78729248046875,1.1707348
949184,CCC(=N)C(=C[O])C(=C(C)N)C(C)(C)C,2020-10-22 13:14:49.615532,101.37094,C,66.515175,0.3028847,4,0.84194916,-0.33639193,77.17961120605469,1.1783412
950901,CC[C@@](C)(C(=NN[O])C(C)(C)C)N(C)C,2020-10-22 13:16:34.459600,113.52845,C,79.562355,0.3206781,4,0.9948535,-0.45918596,74.11156463623047,1.4540395
951281,[CH2]C1=C(C(=S)NC)N(CC)C[C@@]1(C)CC,2020-10-22 13:16:52.766763,100.80487,C,69.32309,0.37036437,2,1.0753906,-0.12953751,78.14478302001953,1.204928
951429,[CH2]C(NO)=C(C=C(C)N=O)C(C)(C)CC,2020-10-22 13:16:59.779699,105.368195,C,72.46322,0.3419005,4,0.97399986,-0.3140345,79.7874526977539,1.2880343
952578,[CH2]C(NC)=C(CO)C(C)(C)C(=S)C(N)=O,2020-10-22 13:17:33.792281,106.39535,C,70.43829,0.28085893,4,0.7537412,-0.39834717,64.50415802001953,1.1520884
953099,CCN[C@@](C)(CC)C(=NN[O])C(C)(C)C,2020-10-22 13:17:57.455163,112.54984,C,76.94673,0.2879378,7,0.7545833,-0.40741432,74.11156463623047,1.1619976
953121,CCC[C@](C)(NC)C(=NN[O])C(C)(C)C,2020-10-22 13:17:58.153226,110.78512,C,77.415886,0.33261538,7,0.8107889,-0.32119775,74.08433532714844,1.1319866
953439,CN(O)CC(=C([CH]O)C(N)=S)C(C)(C)C,2020-10-22 13:18:10.252747,102.595215,C,73.24705,0.41303658,4,0.7567938,-0.4460312,76.2630615234375,1.2028251
953834,CCN(C)[C](C(=O)OC)N(CC)C(C)C,2020-10-22 13:18:33.039352,104.33297,C,71.252525,0.33839116,4,0.98843163,-0.17270173,79.33419799804688,1.1611334
954589,CC[C@](C)(N)C(=C[CH]N(C)C)C(C)(C)C,2020-10-22 13:19:02.126353,109.25536,C,77.39532,0.36279902,5,0.6861983,-0.34578806,73.94628143310547,1.0319864
963273,CC[C@](C)(N)C(=C(C)[CH]N)C(C)(C)CO,2020-10-22 13:29:56.343911,116.3785,C,83.14683,0.3353665,5,0.57737666,-0.48207086,77.0099105834961,1.0594475
964482,CCC(N)=NC(=C(C)[CH]N)C(C)(C)CC,2020-10-22 13:31:51.023804,110.243,C,76.3706,0.32255197,5,0.8375541,-0.39408872,70.99821472167969,1.2316428
964592,C=NN=C(CC)C(=C(C)[CH]N)C(C)(C)C,2020-10-22 13:31:59.063542,112.106514,C,74.61248,0.2501193,6,1.1007366,0.09982043,74.85694885253906,1.0009162
